mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_naiveBayes_classifier__priors,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.09197465578715007,0.08396037419637044,0.1708555109906375,0.17069443794735473,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","{'naiveBayes_classifier__priors': [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]}",3,0.17025370457434397,0.17024657391122644,0.17128553393409082,0.17151986626674387,0.17102731317423142,0.1703168736640939,0.03158550034935534,0.014345750322191375,0.00043841151038620735,0.0005843711415704258
0.13266619046529135,0.08050696055094402,0.2523435278001892,0.25238560879198263,"[0.0625, 0.125, 0.125, 0.125, 0.25, 0.0625, 0.125, 0.125]","{'naiveBayes_classifier__priors': [0.0625, 0.125, 0.125, 0.125, 0.25, 0.0625, 0.125, 0.125]}",2,0.2516063312960351,0.2525336514183224,0.2522136607026251,0.2516945205062013,0.2532106257564017,0.25292865445142415,0.018674925535509014,0.010506559079046383,0.0006613572682947692,0.0005145931163537714
0.10736680030822754,0.07491262753804524,0.2555562649826158,0.25554755558714004,,{'naiveBayes_classifier__priors': None},1,0.2555503317139424,0.25528497048426696,0.2562448304383788,0.25524245682618596,0.2548736210634463,0.2561152394509671,0.005576397669673678,0.03153260795256693,0.0005598063560160915,0.0004017881529015806
