mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_random_forest__max_depth,param_random_forest__max_leaf_nodes,param_random_forest__min_samples_split,param_random_forest__n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
1.3050530751546223,0.2650345166524251,0.4416,0.4448999380850527,20,100,200,10,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 100, 'random_forest__min_samples_split': 200, 'random_forest__n_estimators': 10}",361,0.4406669499787516,0.44289160843531633,0.43651091277281934,0.4400819989750128,0.44762238111905595,0.4517262068448289,0.04315392821384462,0.08769512451009263,0.0045838873553969775,0.004961312676794266
1.6898577213287354,0.33920129140218097,0.4427,0.44631667662783925,20,100,200,20,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 100, 'random_forest__min_samples_split': 200, 'random_forest__n_estimators': 20}",340,0.4415918806089543,0.4469792617223146,0.44343608590214756,0.4453944325695929,0.4430721536076804,0.4465763355916102,0.43405303679896,0.09458382560955719,0.0007975631577976413,0.0006725513333216686
4.0096728801727295,0.5717089970906576,0.439,0.44271666313529034,20,100,200,50,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 100, 'random_forest__min_samples_split': 200, 'random_forest__n_estimators': 50}",384,0.43906706996975225,0.4425665962473593,0.43948598714967874,0.4426194672566593,0.4384469223461173,0.44296392590185246,0.6964156531127731,0.0643425977352091,0.00042683170757183404,0.00017616846615681008
8.33837628364563,0.8419632911682129,0.4421,0.44589170605494144,20,100,200,100,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 100, 'random_forest__min_samples_split': 200, 'random_forest__n_estimators': 100}",355,0.4444916631252656,0.44792929734865056,0.44221105527638194,0.44515693553830576,0.43959697984899243,0.44458888527786805,0.6569377387955723,0.014355028509655542,0.00199980091472707,0.0014593386595178836
1.3520349661509197,0.37431875864664715,0.4375833333333333,0.4400957687571223,20,100,500,10,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 100, 'random_forest__min_samples_split': 500, 'random_forest__n_estimators': 10}",393,0.43299252556058293,0.4365413703013863,0.4403110077751944,0.4423694703816202,0.4394469723486174,0.4413764655883603,0.2741211490052857,0.02708718798521935,0.0032654808348032242,0.002545823496953791
1.6088777383168538,0.4478442668914795,0.43845,0.4410541362061295,20,100,500,20,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 100, 'random_forest__min_samples_split': 500, 'random_forest__n_estimators': 20}",388,0.4370172237082219,0.43910396639873994,0.4403110077751944,0.443494456319296,0.43802190109505473,0.4405639859003525,0.0653572737166429,0.04943741723994261,0.0013783474078815445,0.0018256114824565987
4.366588433583577,0.5183042685190836,0.43704166666666666,0.44072503428031506,20,100,500,50,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 100, 'random_forest__min_samples_split': 500, 'random_forest__n_estimators': 50}",395,0.4387920905932055,0.44255409577859167,0.4362609065226631,0.43980700241246984,0.4360718035901795,0.43981400464988374,0.19968011809980882,0.022068229870790934,0.0012402113045246344,0.0012933449478491935
7.807669957478841,0.8877711296081543,0.43595,0.4399250015185514,20,100,500,100,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 100, 'random_forest__min_samples_split': 500, 'random_forest__n_estimators': 100}",399,0.43696722745794064,0.4398414940560271,0.43701092527313184,0.4407069911626105,0.43387169358467925,0.43922651933701656,0.16563445058137283,0.2121270914285178,0.0014696377322048397,0.0006072777117691003
1.239488124847412,0.27785301208496094,0.4286083333333333,0.4312708164594321,20,100,1000,10,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 100, 'random_forest__min_samples_split': 1000, 'random_forest__n_estimators': 10}",465,0.4278429117816164,0.4298286185731965,0.4322358058951474,0.43443206959913,0.4257462873143657,0.42955176120596983,0.12257664010241419,0.045113550476780215,0.0027040118444141455,0.0022381992107323345
1.9833234151204426,0.34241247177124023,0.4285,0.4315999848977654,20,100,1000,20,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 100, 'random_forest__min_samples_split': 1000, 'random_forest__n_estimators': 20}",467,0.427867909906757,0.43079115466830004,0.43001075026875674,0.43201959975500304,0.42762138106905345,0.43198920026999327,0.2922646968151335,0.07741982980498041,0.0010729724746334289,0.0005720639750033887
3.9757177035013833,0.5786761442820231,0.42839166666666667,0.43091668041829023,20,100,1000,50,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 100, 'random_forest__min_samples_split': 1000, 'random_forest__n_estimators': 50}",469,0.4285928555358348,0.43132867482530596,0.4307607690192255,0.43215709803627456,0.42582129106455324,0.4292642683932902,0.3369898755600241,0.1174164488647324,0.0020215081854895083,0.0012163936806235756
8.387146552403768,1.0627150535583496,0.42988333333333334,0.4318541646375344,20,100,1000,100,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 100, 'random_forest__min_samples_split': 1000, 'random_forest__n_estimators': 100}",438,0.4291428142889283,0.4315161818568196,0.43151078776969426,0.4330570867864152,0.42899644982249113,0.4309892252693683,0.4222061333375494,0.23003676296810865,0.001152312796607857,0.0008773775635250165
1.4649710655212402,0.30388522148132324,0.4664583333333333,0.4780291300357451,20,300,20,10,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 20, 'random_forest__n_estimators': 10}",213,0.4643151763617729,0.47640536520119503,0.46628665716642914,0.477356533043337,0.4687734386719336,0.48032549186270346,0.3081915230850764,0.036886718169072574,0.0018241329448560677,0.0016695584837943833
2.108375072479248,0.3661375840504964,0.46778333333333333,0.47844584665143725,20,300,20,20,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 20, 'random_forest__n_estimators': 20}",189,0.4663900207484439,0.47939297723664637,0.46833670841771047,0.47690653866826666,0.4686234311715586,0.47903802404939877,0.26764641363250435,0.12145662551423826,0.0009922047799706668,0.0010980588149317207
4.258051872253418,0.6048178672790527,0.4680166666666667,0.47915415008876927,20,300,20,50,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 20, 'random_forest__n_estimators': 50}",185,0.4658150638702097,0.4783679387977049,0.46921173029325736,0.4791065111686104,0.4690234511725586,0.4799880002999925,0.5556751347774194,0.16049415082733168,0.0015587520788767659,0.0006622446264203887
9.378092845280966,1.0500009059906006,0.46899166666666664,0.47997916102694244,20,300,20,100,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 20, 'random_forest__n_estimators': 100}",168,0.4676399270054746,0.47965548708076555,0.469836745918648,0.4802439969500381,0.4694984749237462,0.48003799905002376,0.5887373319159642,0.08679832753373515,0.0009658019131818826,0.00024383382494079303
1.3411579132080078,0.22777009010314941,0.46595,0.4769416482640472,20,300,50,10,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 50, 'random_forest__n_estimators': 10}",216,0.4647401444891633,0.4759053464504919,0.46806170154253857,0.47770652866839164,0.46504825241262066,0.47721306967325816,0.24794243582066436,0.0642034593523619,0.0014984592214407316,0.0007599633901503055
2.511216402053833,0.34673380851745605,0.466975,0.47835420310971327,20,300,50,20,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 50, 'random_forest__n_estimators': 20}",205,0.4676899232557558,0.4801430053627011,0.46748668716717917,0.47815652304346196,0.46574828741437074,0.4767630809229769,0.5695303652325947,0.016713369307199764,0.0008713436622595896,0.0013869103217838956
5.183211008707683,0.7248382568359375,0.4675416666666667,0.478383343578421,20,300,50,50,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 50, 'random_forest__n_estimators': 50}",193,0.46688998325125614,0.47916796879882995,0.46783669591739796,0.4769190385120186,0.467898394919746,0.47906302342441437,1.0524738660248767,0.21993519694210387,0.00046152352496558655,0.0010363060611362296
8.042215267817179,0.8148241837819418,0.4680666666666667,0.47904167430780514,20,300,50,100,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 50, 'random_forest__n_estimators': 100}",184,0.46741494387920907,0.47948048051801945,0.4689867246681167,0.478681516481044,0.46779838991949596,0.4789630259243519,0.8725545719062835,0.1267377748810975,0.0006691359665523373,0.00033088271765070444
1.2777437369028728,0.2949530283610026,0.46229166666666666,0.4725666731049906,20,300,100,10,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 100, 'random_forest__n_estimators': 10}",246,0.46184036197285205,0.4727927297273648,0.46401160029000726,0.47298158773015336,0.46102305115255765,0.4719257018574536,0.032080144923400285,0.06749688841694697,0.0012610965823614717,0.00045974626439024264
2.207063833872477,0.4017932415008545,0.4641,0.47507501670142616,20,300,100,20,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 100, 'random_forest__n_estimators': 20}",235,0.4638402119841012,0.4764928684825681,0.46253656341408533,0.4719941000737491,0.46592329616480826,0.4767380815479613,0.3445324579891122,0.10201519409109044,0.0013947533125882251,0.0021808358966052045
4.631189505259196,0.5926519234975179,0.46635,0.4768375210250883,20,300,100,50,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 100, 'random_forest__n_estimators': 50}",215,0.46688998325125614,0.4778929209845369,0.46683667091677294,0.47660654241821976,0.46532326616330816,0.4760130996725082,0.671138457817917,0.059070581099691016,0.0007263094158341394,0.0007846210885569783
9.483889897664389,0.8869926929473877,0.46696666666666664,0.47773751711943274,20,300,100,100,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 100, 'random_forest__n_estimators': 100}",207,0.4680398970077244,0.4785929472355213,0.4671866796669917,0.4775690303871202,0.4656732836641832,0.4770505737356566,0.3769883710777882,0.15676011557739017,0.00097861640612685,0.0006408431100226376
1.5301043192545574,0.3229822317759196,0.45761666666666667,0.46875416799830044,20,300,200,10,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 200, 'random_forest__n_estimators': 10}",255,0.45719071069669776,0.4690425890970911,0.4579364484112103,0.46763165460431744,0.45772288614430723,0.46958826029349265,0.15897091130365784,0.13346144925162193,0.00031357716603434876,0.000824405443698241
2.19203782081604,0.33289368947347003,0.46065833333333334,0.4712666569065251,20,300,200,20,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 200, 'random_forest__n_estimators': 20}",252,0.46046546509011826,0.47129267347525533,0.4593614840371009,0.4687941400732491,0.46214810740537027,0.4737131571710707,0.29893416883509005,0.04389146155674597,0.0011457592555685668,0.00200826458226196
4.712573766708374,0.635025421778361,0.46263333333333334,0.47276666930339095,20,300,200,50,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 200, 'random_forest__n_estimators': 50}",245,0.46276529260305477,0.4731802442591597,0.4613865346633666,0.47133160835489557,0.46374818740937046,0.4737881552961176,0.26868964795667455,0.03730304948195805,0.0009686279095526251,0.0010446495111236093
9.038770834604898,0.9386954307556152,0.4638,0.473200004199486,20,300,200,100,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 200, 'random_forest__n_estimators': 100}",240,0.4641651876109292,0.47361776066602496,0.4628615715392885,0.4721190985112686,0.46437321866093306,0.4738631534211645,0.7453575585675274,0.17011744310702692,0.0006689696448668242,0.000770853306920025
1.6118556658426921,0.3636480172475179,0.441625,0.44612498662715955,20,300,500,10,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 500, 'random_forest__n_estimators': 10}",359,0.44141689373297005,0.4454292035951348,0.44128603215080375,0.4463944200697491,0.44217210860543027,0.4465513362165946,0.27065595220521727,0.04803870243637419,0.0003905212996951325,0.0004961459395683936
2.17049233118693,0.4096983273824056,0.4453916666666667,0.4509166930895346,20,300,500,20,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 500, 'random_forest__n_estimators': 20}",309,0.44474164437667174,0.45217945672962734,0.4474361859046476,0.45094436319546005,0.443997199859993,0.4496262593435164,0.45760803826174584,0.08949960085857604,0.0014772672437303389,0.0010425220858355515
5.31933871905009,0.5117009480794271,0.44555833333333333,0.45090833475589137,20,300,500,50,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 500, 'random_forest__n_estimators': 50}",304,0.44489163312751545,0.4509794117279398,0.44541113527838194,0.4508943638204522,0.4463723186159308,0.450851228719282,0.38213312933788474,0.15315123268330724,0.0006133862672378597,5.325480388299648e-05
8.511490424474081,1.0542372067769368,0.44695,0.4524750304346785,20,300,500,100,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 500, 'random_forest__n_estimators': 100}",276,0.44839137064720147,0.45412952985736965,0.4467361684042101,0.4515068561642979,0.4457222861143057,0.4517887052823679,1.0086866204783171,0.2114689454780974,0.0011000960546139135,0.0011755526320567223
1.5068403879801433,0.3029109636942546,0.4264833333333333,0.4286458150516463,20,300,1000,10,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 1000, 'random_forest__n_estimators': 10}",479,0.42756793240506963,0.4275160318511944,0.4275356883922098,0.42990712616092297,0.4243462173108655,0.4285142871428214,0.15081120870653988,0.02379615128413359,0.0015111698985614628,0.000980580675791629
2.263117869695028,0.4329555034637451,0.427975,0.4300875131778286,20,300,1000,20,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 1000, 'random_forest__n_estimators': 20}",472,0.4273179511536635,0.43021613310499146,0.4314107852696317,0.4326070924113449,0.42519625981299064,0.4274393140171496,0.267182778790672,0.07546401770525783,0.0025792170533916197,0.0021116961108905586
3.710442622502645,0.5655231475830078,0.43043333333333333,0.4324875411492069,20,300,1000,50,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 1000, 'random_forest__n_estimators': 50}",428,0.43264255180861433,0.43446629248596824,0.4307857696442411,0.43246959413007335,0.42787139356967846,0.4305267368315792,0.379385607166304,0.1339471622577082,0.0019637063378370374,0.0016083669274824437
7.488886594772339,0.9407838980356852,0.430675,0.4329417177120924,20,300,1000,100,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 300, 'random_forest__min_samples_split': 1000, 'random_forest__n_estimators': 100}",420,0.43244256680748944,0.43532882483093116,0.43181079526988175,0.43325708428644644,0.4277713885694285,0.4302392440188995,0.6333995049580792,0.07594661146955611,0.002069223942847641,0.002089744843709401
1.3687729040781658,0.36474116643269855,0.475075,0.49724165708144924,20,600,20,10,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 600, 'random_forest__min_samples_split': 20, 'random_forest__n_estimators': 10}",125,0.4756643251756118,0.49701863819893244,0.47516187904697615,0.4960562992962588,0.4743987199359968,0.4986500337491563,0.03711956931508705,0.053330290575647525,0.0005203235684835157,0.0010705661024293473
2.798894723256429,0.40508389472961426,0.4772666666666667,0.4982708193735572,20,600,20,20,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 600, 'random_forest__min_samples_split': 20, 'random_forest__n_estimators': 20}",103,0.4751393645476589,0.49759365976224107,0.47933698342458564,0.49830627117161036,0.4773238661933097,0.49891252718682033,0.2700916549995368,0.11737009136932967,0.0017141693475947078,0.0005390086229322511
5.246342023213704,0.4698811372121175,0.478875,0.49994583177095436,20,600,20,50,"{'random_forest__max_depth': 20, 'random_forest__max_leaf_nodes': 600, 'random_forest__min_samples_split': 20, 'random_forest__n_estimators': 50}",77,0.47771417143714223,0.5000437516406865,0.47968699217480437,0.49908126148423143,0.4792239611980599,0.5007124821879453,0.5113649979916954,0.09189112858300585,0.0008423591186433075,0.0006695329076913454
